incident_id,company_name,company_revenue_usd,country_hq,industry_primary,industry_secondary,employee_count,is_public_company,stock_ticker,incident_date,incident_date_estimated,discovery_date,disclosure_date,attack_vector_primary,attack_vector_secondary,attack_chain,attributed_group,attribution_confidence,data_compromised_records,data_type,systems_affected,downtime_hours,data_source_primary,data_source_secondary,data_source_type,confidence_tier,quality_score,quality_grade,review_flag,direct_loss_usd,direct_loss_method,ransom_demanded_usd,ransom_paid_usd,ransom_source,recovery_cost_usd,legal_fees_usd,regulatory_fine_usd,insurance_payout_usd,total_loss_usd,total_loss_method,total_loss_lower_bound,total_loss_upper_bound,inflation_adjusted_usd,cpi_index_used,price_7d_before,price_disclosure_day,price_1d_after,price_7d_after,price_30d_after,volume_avg_30d_baseline,volume_disclosure_day,sector_index,sector_return_same_period,abnormal_return_1d,abnormal_return_7d,abnormal_return_30d,car_neg1_to_pos1,car_0_to_7,car_0_to_30,car_0_to_90,t_statistic_1d,p_value_1d,t_statistic_30d,p_value_30d,earnings_announcement_within_7d,market_cap_at_disclosure,volume_ratio_disclosure,pre_incident_volatility_30d,post_incident_volatility_30d,days_to_price_recovery,industry_name
2022-0627-001,CastForge Products SAS,80991742.76,FR,31-33,51,546,False,,2022-06-27,False,2022-07-14,2022-09-21,trojan,phishing,,APT29,unknown,26815.0,financial,"HR_systems,active_directory,VPN,file_servers",,https://unit42.paloaltonetworks.com/threat-brief-castforge-products-s-2022/,,cybersecurity_firm,3,75.77,Silver,,10933885.27,calculated,,,,11242588.94,1329385.75,,,23505859.96,estimated,19178045.47,36928961.5,25822671.67,CPI-U 2022 (292.655),,,,,,,,,,,,,,,,,,,,,,,,,,,Manufacturing
2024-0610-001,Redwood Ivory Associates Inc.,6291242975.46,DK,54,23,49073,True,RIA.CO,2024-06-10,False,2024-09-13,2024-10-18,ddos,supply_chain,Multi-vector botnet activation → volumetric UDP reflection (900 Gbps peak) → application-layer HTTP/2 flood → 18-hour service degradation,,,,,"email,file_servers,website,manufacturing_OT,VPN",137.46,https://www.mandiant.com/resources/blog/redwood-ivory-associ-incident-response-2024,https://www.bleepingcomputer.com/news/security/redwood-ivory-associates--hit-by-cyberattack-2024/,cybersecurity_firm,3,96.71,Gold,,2400000.0,estimated,,,,1554459.48,247208.1,,691834.16,4201667.58,calculated,2629571.39,7022699.28,4292593.11,CPI-U 2024 (314.69),85.74,84.27,82.44,83.19,84.4,2785425.0,10102489.0,S&P 500,-0.006676,-0.021761,-0.01281,0.001512,-0.027763,-0.01281,0.001512,-0.010728,-1.3217,1.0,0.1656,1.0,False,20251297643.32,3.6269,0.02007,0.024726,8.0,Professional/Scientific Services
2022-0205-001,Vista Cascade Staffing Co. Ltd.,1674195212.33,JP,56,,55562,False,,2022-02-05,False,2022-02-06,2022-02-17,phishing,trojan,,,,23968.0,IP,"HR_systems,cloud_infrastructure,website,manufacturing_OT,VPN",,https://www.bleepingcomputer.com/news/security/vista-cascade-staffing-co-hit-by-cyberattack-2022/,https://www.cnil.fr/decisions/2022/06/INQ-2022-00511,verified_media,3,60.51,Bronze,,200903425.48,estimated,,,,230657140.75,66786707.47,,253852980.12,498347273.7,estimated,413932294.06,852548589.72,547465953.07,CPI-U 2022 (292.655),,,,,,,,,,,,,,,,,,,,,,,,,,,Administrative/Support Services
2025-0508-001,Austin Advisory Co.,3864631401.33,US,54,,29336,True,AUST,2025-05-08,False,2025-05-26,2025-06-14,apt,,,REvil,suspected,1063579.0,mixed,"ERP,email,active_directory",42.86,https://unit42.paloaltonetworks.com/threat-brief-austin-advisory-co-2025/,https://www.austin-advisory-co.com/newsroom/2025/09/security-update,cybersecurity_firm,3,92.76,Gold,,50600000.0,disclosed,,,,28434599.25,6512019.66,282087.43,46702494.52,85828706.34,disclosed,68359883.8,143534144.37,85828706.34,CPI-U 2025 (321.5),38.42,38.14,35.86,36.36,36.35,1579581.0,5301209.0,S&P 500,0.008098,-0.059794,-0.046651,-0.046802,-0.054281,-0.046651,-0.046802,-0.033142,-5.3949,0.0002,-3.42,0.29,False,28090154191.92,3.3561,0.023071,0.042918,205.0,Professional/Scientific Services
2025-0305-002,Takahashi Retail Group Inc.,80941524.21,US,44-45,,1017,False,,2025-03-05,False,2025-04-05,2025-04-22,ransomware,ddos,Phishing email with weaponized attachment → credential theft via Mimikatz → lateral movement via RDP/SMB → Active Directory compromise → ransomware deployment across domain-joined hosts,Hunters_International,suspected,,,"SSO,active_directory,file_servers",38.68,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001844202&type=8-K&dateb=20250609&owner=include&count=10,,sec_filing,1,87.7,Gold,,1067716.12,calculated,126099.15,,,992767.77,296204.8,,962918.08,2356688.69,estimated,1889915.7,2795158.23,2356688.69,CPI-U 2025 (321.5),,,,,,,,,,,,,,,,,,,,,,,,,,,Retail Trade
2025-0906-001,Campbell Pharmaceuticals Corp.,661004750.27,US,62,,5073,False,,2025-09-06,False,2025-10-07,2025-11-14,apt,supply_chain,Zero-day exploit in edge device → fileless implant in memory → scheduled task persistence → low-and-slow data staging → encrypted exfiltration over DNS tunneling,Scattered_Spider,suspected,210761.0,PII,"SSO,customer_database,active_directory,payment_systems,backup_systems",4.49,https://www.campbell-pharmaceuticals-.com/newsroom/2025/08/security-update,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001620493&type=8-K&dateb=20250611&owner=include&count=10,company_pr,1,92.7,Gold,,36073887.94,estimated,,,,23408798.68,9110898.29,24451835.67,19951298.82,93045420.58,calculated,73027885.01,160513016.32,93045420.58,CPI-U 2025 (321.5),,,,,,,,,,,,,,,,,,,,,,,,,,,Healthcare
2024-0310-001,Citadel Reserve Securities Holdings Inc.,64670227432.13,US,52,,155015,True,CRS,2024-03-10,False,2024-04-11,2024-04-29,ransomware,,Phishing email with weaponized attachment → credential theft via Mimikatz → lateral movement via RDP/SMB → Active Directory compromise → ransomware deployment across domain-joined hosts,,,125553.0,mixed,"SCADA,CRM,VPN",55.62,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001159953&type=8-K&dateb=20240322&owner=include&count=10,https://blog.talosintelligence.com/2024/05/citadel-reserve-secu-campaign.html,sec_filing,1,83.91,Silver,,32476026.05,disclosed,735137.29,616873.77,insurance claim record,34064591.21,7169316.26,,20828644.14,74326807.29,estimated,57967993.79,128600052.71,75935265.0,CPI-U 2024 (314.69),454.45,462.4,426.08,443.6,458.41,2588440.0,5159695.0,S&P 500 Financials,0.004541,-0.078542,-0.040654,-0.008624,-0.065298,-0.040654,-0.008624,-0.009583,-3.8644,0.0678,-0.3154,1.0,True,213151949688.88,1.9934,0.024893,0.048193,57.0,Finance & Insurance
2025-0622-002,AspireSkill Institute SA,58837702.69,FR,61,,566,False,,2025-06-22,False,2025-07-24,2025-08-16,apt,,Zero-day exploit in edge device → fileless implant in memory → scheduled task persistence → low-and-slow data staging → encrypted exfiltration over DNS tunneling,Hive,unknown,1000.0,PII,"CRM,SSO,VPN,active_directory",142.84,https://www.edpb.europa.eu/decisions/2025/10/INQ-2025-00516,,gdpr_notification,1,70.76,Silver,,19416441.89,estimated,,,,14973201.77,6537502.32,,,40927145.98,disclosed,30146134.12,64257639.4,40927145.98,CPI-U 2025 (321.5),,,,,,,,,,,,,,,,,,,,,,,,,,,Education
2022-0117-001,Cedar Show Media Group Inc.,853690992.75,US,71,,4740,False,,2022-01-17,False,2022-02-17,2022-03-22,data_breach,,Misconfigured cloud storage bucket discovered by automated scanner → bulk data download over 72 hours → data posted to dark web marketplace,LockBit,probable,5610.0,credentials,"HR_systems,cloud_infrastructure,manufacturing_OT,customer_database,backup_systems",,https://krebsonsecurity.com/2022/02/cedar-show-media-gro-breach-exposes-data/,,verified_media,4,99.09,Gold,,2547442.99,disclosed,,,,2697719.66,230631.16,,2224551.15,5475793.81,estimated,3412384.71,7343395.51,6015505.32,CPI-U 2022 (292.655),,,,,,,,,,,,,,,,,,,,,,,,,,,Arts/Entertainment/Recreation
2022-0523-001,Baltic Cast Materials Co.,56368248.22,US,31-33,,196,True,BCM,2022-05-23,False,2022-05-27,2022-06-10,ransomware,,Phishing email with weaponized attachment → credential theft via Mimikatz → lateral movement via RDP/SMB → Active Directory compromise → ransomware deployment across domain-joined hosts,,,1000.0,financial,"manufacturing_OT,ERP,HR_systems",40.4,https://www.bfdi.bund.de/decisions/2022/03/INQ-2022-00518,,gdpr_notification,1,74.56,Silver,,15219427.02,disclosed,8294271.97,,,8825093.63,1419239.25,,5762401.94,25463759.9,calculated,17690022.06,42423945.89,27973548.4,CPI-U 2022 (292.655),,,,,,,,,,,,,,,,,,,,,,,,,,,Manufacturing
2025-0518-001,Atlanta University Inc.,155855636.72,AE,61,,1368,False,,2025-05-18,False,2025-07-21,2025-08-10,supply_chain,,Compromised third-party software update → trojanized DLL sideloaded → C2 beacon established → persistent access across customer environments,,,,,"customer_database,SSO,backup_systems,SCADA,VPN",248.29,https://www.theregister.com/2025/03/09/atlanta-university-i_security_incident/,,verified_media,4,98.55,Gold,,2802539.45,calculated,,,,3084267.41,708296.6,,3691430.98,6595103.46,calculated,5467432.04,11789298.95,6595103.46,CPI-U 2025 (321.5),,,,,,,,,,,,,,,,,,,,,,,,,,,Education
2023-1213-001,Austin Trading Group Inc.,1164871373.59,US,44-45,,6957,True,AUS1,2023-12-13,False,2023-12-15,2023-12-31,apt,,Zero-day exploit in edge device → fileless implant in memory → scheduled task persistence → low-and-slow data staging → encrypted exfiltration over DNS tunneling,Turla,probable,69445.0,PII,"customer_database,cloud_infrastructure",42.7,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001265494&type=8-K&dateb=20230526&owner=include&count=10,https://www.edpb.europa.eu/decisions/2023/05/INQ-2023-00520,sec_filing,1,60.15,Bronze,,2206122.57,estimated,,,,845870.3,752957.14,,,3804950.01,estimated,2303613.84,5217406.15,4014714.14,CPI-U 2023 (304.702),15.9,15.34,14.68,15.2,15.41,587217.0,1685264.0,S&P 500 Consumer Discretionary,-0.017619,-0.043183,-0.0094,0.00458,-0.03458,-0.0094,0.00458,0.020772,-2.5175,0.74125,0.4827,1.0,False,2333507156.61,2.8699,0.034704,0.039524,28.0,Retail Trade
2024-0627-001,Sheffield Healthcare Holdings PLC,528264266.39,GB,62,,6274,False,,2024-06-27,False,2024-07-16,2024-09-03,phishing,,Spear-phishing campaign targeting finance team → credential harvesting through cloned SSO portal → email account compromise → BEC wire transfer or data exfiltration,,,83167.0,PII,"ERP,backup_systems,VPN,payment_systems",,https://www.ico.org.uk/decisions/2024/09/INQ-2024-00521,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001502409&type=8-K&dateb=20241116&owner=include&count=10,gdpr_notification,1,81.06,Silver,,4749564.0,estimated,,,,5425314.02,1410296.71,136584.52,3179613.45,11721759.25,estimated,7287970.41,16632579.12,11975422.16,CPI-U 2024 (314.69),,,,,,,,,,,,,,,,,,,,,,,,,,,Healthcare
2021-0424-002,MetroBorough Agency Holdings Inc.,1528013782.11,US,92,62,11754,False,,2021-04-24,False,2021-05-01,2021-07-05,malware,backdoor,Trojanized installer via SEO-poisoned download → fileless PowerShell execution → registry run-key persistence → credential dumping via LSASS → data staged for exfil,APT41,confirmed,85998.0,PII,"CRM,email,customer_database,cloud_infrastructure",378.38,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001334712&type=8-K&dateb=20211001&owner=include&count=10,,sec_filing,1,86.06,Gold,,14090849.96,estimated,,,,8281257.17,1050757.45,,13089861.75,23422864.58,disclosed,19302691.82,35792317.54,27790718.39,CPI-U 2021 (270.97),,,,,,,,,,,,,,,,,,,,,,,,,,,Public Administration/Government
2024-0426-002,Walsh Media Group PLC,1116294875.78,GB,71,52,4834,True,WALS.L,2024-04-26,True,2024-04-28,2024-05-15,ransomware,,,,,48002.0,PII,file_servers,60.01,https://www.ico.org.uk/decisions/2024/01/INQ-2024-00523,https://krebsonsecurity.com/2024/06/walsh-media-group-pl-breach-exposes-data/,gdpr_notification,1,91.25,Gold,,18000000.0,estimated,75465.97,,,9965295.35,3090350.33,,19084876.65,31055645.68,disclosed,18889634.06,48769593.38,31727700.55,CPI-U 2024 (314.69),13.84,12.96,12.09,12.16,13.0,488169.0,1844255.0,S&P 500 Communication Services,0.021734,-0.067124,-0.061872,0.003141,-0.081212,-0.061872,0.003141,-0.013719,-7.9088,0.0002,0.3059,1.0,False,4388967966.58,3.7779,0.025876,0.039037,43.0,Arts/Entertainment/Recreation
2024-1028-001,VectorWire Security Ltd.,901886399.41,AU,51,,1575,True,VECT.AX,2024-10-28,False,2024-11-01,2024-12-09,ransomware,,Phishing email with weaponized attachment → credential theft via Mimikatz → lateral movement via RDP/SMB → Active Directory compromise → ransomware deployment across domain-joined hosts,,,,,"email,manufacturing_OT,SCADA,CRM",,https://unit42.paloaltonetworks.com/threat-brief-vectorwire-security--2024/,,cybersecurity_firm,3,55.89,Bronze,low_quality_score,95400000.0,estimated,104764.45,,,61435482.32,15321369.57,,100655676.02,172156851.89,estimated,123478376.83,296536483.6,175882385.47,CPI-U 2024 (314.69),12.97,11.56,10.99,10.58,11.61,4474001.0,6747104.0,S&P 500 Information Technology,0.024308,-0.049472,-0.085142,0.004357,-0.05564,-0.085142,0.004357,0.016878,-6.6298,0.0002,0.1443,1.0,False,5184875730.59,1.5081,0.011469,0.02162,13.0,Information/Tech
2022-0113-002,Lambert Bank Pty Ltd.,2476725739.24,AU,52,,6223,True,LAMB.AX,2022-01-13,False,2022-01-25,2022-03-04,phishing,,,,,64202.0,credentials,"manufacturing_OT,customer_database,ERP,VPN",,https://blog.talosintelligence.com/2022/07/lambert-bank-pty-ltd-campaign.html,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001212106&type=8-K&dateb=20220815&owner=include&count=10,cybersecurity_firm,3,57.2,Bronze,low_quality_score,1536075.31,estimated,,,,1643500.01,412896.85,,,3592472.17,estimated,2568225.73,4790564.9,3946557.56,CPI-U 2022 (292.655),13.49,12.56,12.35,12.59,12.68,1524114.0,5070814.0,S&P 500 Financials,-0.010543,-0.016651,0.002115,0.009649,-0.017401,0.002115,0.009649,0.006633,-0.8847,1.0,0.5436,1.0,False,10977651967.11,3.3271,0.017163,0.032215,,Finance & Insurance
2024-0619-001,InsightConsult Consulting S.p.A.,3233430449.19,IT,54,,16775,False,,2024-06-19,True,2024-07-21,2024-07-31,malware,,Trojanized installer via SEO-poisoned download → fileless PowerShell execution → registry run-key persistence → credential dumping via LSASS → data staged for exfil,,,90839.0,PII,"backup_systems,payment_systems,active_directory,HR_systems",36.75,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001223228&type=8-K&dateb=20241102&owner=include&count=10,,sec_filing,1,93.33,Gold,,8105652.47,calculated,,,,5159409.44,977756.65,,7046961.63,14242818.56,disclosed,8735345.96,21917488.64,14551038.06,CPI-U 2024 (314.69),,,,,,,,,,,,,,,,,,,,,,,,,,,Professional/Scientific Services
2023-0903-001,CommerceTreasury Investments PLC,1182334241.89,IE,52,,5255,True,COMM.IR,2023-09-03,False,2023-09-17,2023-09-26,backdoor,,Exploitation of unpatched VPN appliance → web shell implant → SSH backdoor installed → persistent access maintained for 6+ months → bulk data exfiltration,DarkSide,confirmed,,,"VPN,customer_database",,https://www.bfdi.bund.de/decisions/2023/08/INQ-2023-00527,,gdpr_notification,1,98.99,Gold,,20900000.0,calculated,,,,18465888.16,3027986.67,,,42393874.83,calculated,30682022.71,62049174.0,44731018.36,CPI-U 2023 (304.702),14.06,12.99,12.65,12.49,12.69,3965403.0,12905696.0,S&P 500 Financials,-0.018268,-0.026496,-0.038185,-0.022869,-0.02614,-0.038185,-0.022869,0.002508,-1.6489,1.0,-0.9419,1.0,False,3288088552.25,3.2546,0.027299,0.040027,223.0,Finance & Insurance
2025-0924-001,Lindgren Robotics Group Inc.,2378005318.81,US,51,,4073,False,,2025-09-24,False,2025-10-10,2025-10-20,data_breach,phishing,Misconfigured cloud storage bucket discovered by automated scanner → bulk data download over 72 hours → data posted to dark web marketplace,Volt_Typhoon,suspected,1423613.0,PII,"cloud_infrastructure,payment_systems,SCADA,website,file_servers",,https://www.edpb.europa.eu/decisions/2025/10/INQ-2025-00528,,gdpr_notification,1,97.76,Gold,,463711037.17,estimated,,,,228477430.71,44834859.67,,,737023327.55,calculated,487434049.84,1062340862.98,737023327.55,CPI-U 2025 (321.5),,,,,,,,,,,,,,,,,,,,,,,,,,,Information/Tech
2024-0729-001,Jensen Financial Corp.,122697877.89,PT,52,,523,True,JENS.LS,2024-07-29,False,2024-08-10,2024-08-19,trojan,,,Hive,confirmed,217990.0,credentials,"CRM,backup_systems,customer_database,VPN,HR_systems",,https://www.bfdi.bund.de/decisions/2024/05/INQ-2024-00529,,gdpr_notification,1,91.67,Gold,,1133957.31,estimated,,,,391864.72,73953.44,,,1599775.47,disclosed,1170031.58,2864291.84,1634395.16,CPI-U 2024 (314.69),5.89,5.67,5.5,5.37,5.71,2346602.0,5862750.0,S&P 500 Financials,-0.011727,-0.02961,-0.052561,0.006789,-0.029358,-0.052561,0.006789,0.006529,-1.6887,1.0,0.7447,1.0,False,252550409.56,2.4984,0.031958,0.061251,22.0,Finance & Insurance
2025-1223-001,Carver Department Inc.,6315571983.68,DK,92,,43159,False,,2025-12-23,False,2026-02-23,2026-04-01,supply_chain,data_breach,,FIN11,confirmed,,,"SCADA,customer_database,SSO",66.54,https://www.crowdstrike.com/blog/carver-department-in-intrusion-analysis-2025/,,cybersecurity_firm,3,55.38,Bronze,low_quality_score,638788.96,disclosed,,,,365242.72,40171.87,,,1044203.55,estimated,795318.19,1677196.17,1044203.55,CPI-U 2025 (321.5),,,,,,,,,,,,,,,,,,,,,,,,,,,Public Administration/Government
2024-0923-001,Birmingham Rail Ltd.,123361685.75,GB,48-49,,737,True,BIRM.L,2024-09-23,False,2024-10-02,2024-11-09,ransomware,,Phishing email with weaponized attachment → credential theft via Mimikatz → lateral movement via RDP/SMB → Active Directory compromise → ransomware deployment across domain-joined hosts,,,253558.0,PII,"SCADA,ERP,active_directory",14.96,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001834558&type=8-K&dateb=20240607&owner=include&count=10,https://www.edpb.europa.eu/decisions/2024/09/INQ-2024-00531,sec_filing,1,51.96,Bronze,low_quality_score,,,,,,,,,,,,,,,,6.63,6.44,6.04,6.21,6.29,180733.0,470362.0,S&P 500 Industrials,0.029954,-0.062374,-0.036025,-0.023446,-0.051127,-0.036025,-0.023446,-0.018995,-4.4567,0.0002,-0.9773,1.0,False,921715131.01,2.6025,0.015937,0.031772,332.0,Transportation/Warehousing
2024-0806-001,Orlando Systems Holdings Inc.,6510445976.28,ZA,51,,12617,True,ORLA.JO,2024-08-06,False,2024-09-08,2024-09-30,data_breach,,Misconfigured cloud storage bucket discovered by automated scanner → bulk data download over 72 hours → data posted to dark web marketplace,,,6943.0,mixed,email,,https://www.edpb.europa.eu/decisions/2024/04/INQ-2024-00532,,gdpr_notification,1,71.09,Silver,,9100000.0,disclosed,,,,6513387.18,3115728.71,,6052830.81,18729115.89,calculated,15382984.86,26856881.81,19134420.41,CPI-U 2024 (314.69),44.57,46.96,44.9,45.02,45.7,194428.0,341900.0,S&P 500 Information Technology,-0.004047,-0.043936,-0.04121,-0.026903,-0.04726,-0.04121,-0.026903,-0.022592,-2.6732,0.6634,-1.1772,1.0,False,17878175863.58,1.7585,0.030119,0.037642,265.0,Information/Tech
2021-0121-001,Paragon Credit Securities S.p.A.,194968687.89,IT,52,51,550,False,,2021-01-21,False,2021-02-02,2021-04-08,apt,,,Sandworm,suspected,586531.0,PII,"SCADA,customer_database,HR_systems,ERP,VPN",9.38,https://www.mandiant.com/resources/blog/paragon-credit-secur-incident-response-2021,,cybersecurity_firm,3,80.78,Silver,,13933707.04,calculated,,,,6660838.53,2145107.18,,14305421.72,22739652.75,estimated,14355802.94,27195493.8,26980102.44,CPI-U 2021 (270.97),,,,,,,,,,,,,,,,,,,,,,,,,,,Finance & Insurance
2024-0621-001,Lindgren University Corp.,514456960.7,KR,61,54,5390,False,,2024-06-21,False,2024-06-23,2024-08-12,supply_chain,,Compromised third-party software update → trojanized DLL sideloaded → C2 beacon established → persistent access across customer environments,Rhysida,suspected,,,email,54.24,https://blog.talosintelligence.com/2024/07/lindgren-university--campaign.html,,cybersecurity_firm,3,70.15,Silver,,6682584.18,disclosed,,,,3431721.51,603386.95,,4299553.56,10717692.64,calculated,8600521.88,18374882.38,10949627.2,CPI-U 2024 (314.69),,,,,,,,,,,,,,,,,,,,,,,,,,,Education
2022-1214-002,Delta Discovery Education Holdings PLC,50631776.37,GB,61,,607,False,,2022-12-14,False,2022-12-20,2023-02-04,ransomware,malware,,,,9455.0,PII,"HR_systems,cloud_infrastructure,CRM",241.13,https://www.ico.org.uk/decisions/2022/10/INQ-2022-00535,,gdpr_notification,1,82.17,Silver,,180000.0,disclosed,15784078.67,,,57031.42,47069.15,,,284100.57,calculated,221262.02,451828.33,312102.42,CPI-U 2022 (292.655),,,,,,,,,,,,,,,,,,,,,,,,,,,Education
2021-1121-001,Patriot Bravo Therapeutics Co. Ltd.,686888011.46,KR,62,92,2774,False,,2021-11-21,False,2021-12-25,2022-01-18,ransomware,,Phishing email with weaponized attachment → credential theft via Mimikatz → lateral movement via RDP/SMB → Active Directory compromise → ransomware deployment across domain-joined hosts,,,4130.0,mixed,payment_systems,25.29,https://www.cnil.fr/decisions/2021/04/INQ-2021-00536,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001069566&type=8-K&dateb=20210712&owner=include&count=10,gdpr_notification,1,66.02,Bronze,,4749204.02,estimated,2555411.02,,,4672529.61,1660093.51,,2947884.78,11081827.14,calculated,9309002.61,15792945.66,13148346.41,CPI-U 2021 (270.97),,,,,,,,,,,,,,,,,,,,,,,,,,,Healthcare
